country	date	population	daily_confirmed	daily_death	daily_recovered	confirmed	death	recovered
Turkey	2020-02-11	84339067	0	0	0	0	0	0
Spain	2020-02-11	46754778	0	0	0	2	0	0
Hong Kong(China)	2020-02-11	7547652	1	0	1	49	1	0
Singapore	2020-02-11	5850342	3	0	6	47	0	9
India	2020-02-11	1380004385	0	0	0	3	0	0
Indonesia	2020-02-11	273523615	0	0	0	0	0	0
United Kingdom	2020-02-11	67886011	1	0	1	15	0	0
Vietnam	2020-02-11	97338579	0	0	0	15	0	6
China	2020-02-11	1431776124	372	5	445	44337	1111	4636
United Arab Emirates	2020-02-12	9890402	0	0	0	8	0	1
Australia	2020-02-12	25499884	0	0	6	15	0	2
Brazil	2020-02-12	212559417	0	0	0	0	0	0
Germany	2020-02-12	83783942	0	0	1	16	0	0
Russia	2020-02-12	145934462	0	0	0	2	0	2
France	2020-02-12	65273511	0	0	0	11	0	2
Philippines	2020-02-12	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-12	51269185	0	0	0	28	0	7
Netherlands	2020-02-12	17134872	0	0	0	0	0	0
Canada	2020-02-12	37742154	0	0	0	7	0	1
Malaysia	2020-02-12	32365999	0	0	0	18	0	3
US	2020-02-12	331002651	1	0	0	13	1	0
Mexico	2020-02-12	128932753	0	0	0	0	0	0
Japan	2020-02-12	126476461	5	1	0	28	0	9
Thailand	2020-02-12	69799978	0	0	0	33	0	11
Turkey	2020-02-12	84339067	0	0	0	0	0	0
Spain	2020-02-12	46754778	0	0	0	2	0	0
Hong Kong(China)	2020-02-12	7547652	3	0	0	50	1	1
Singapore	2020-02-12	5850342	8	0	0	50	0	15
India	2020-02-12	1380004385	0	0	0	3	0	0
Indonesia	2020-02-12	273523615	0	0	0	0	0	0
United Kingdom	2020-02-12	67886011	1	0	0	16	0	1
Vietnam	2020-02-12	97338579	1	0	1	15	0	6
China	2020-02-12	1431776124	15133	252	1135	44709	1116	5081
United Arab Emirates	2020-02-13	9890402	0	0	0	8	0	1
Australia	2020-02-13	25499884	0	0	0	15	0	8
Brazil	2020-02-13	212559417	0	0	0	0	0	0
Germany	2020-02-13	83783942	0	0	0	16	0	1
Russia	2020-02-13	145934462	0	0	0	2	0	2
France	2020-02-13	65273511	0	0	0	11	0	2
Philippines	2020-02-13	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-13	51269185	0	0	0	28	0	7
Netherlands	2020-02-13	17134872	0	0	0	0	0	0
Canada	2020-02-13	37742154	0	0	0	7	0	1
Malaysia	2020-02-13	32365999	1	0	4	18	0	3
US	2020-02-13	331002651	0	0	0	14	1	0
Mexico	2020-02-13	128932753	0	0	0	0	0	0
Japan	2020-02-13	126476461	10	0	0	33	1	9
Thailand	2020-02-13	69799978	0	0	0	33	0	11
Turkey	2020-02-13	84339067	0	0	0	0	0	0
Spain	2020-02-13	46754778	0	0	0	2	0	0
Hong Kong(China)	2020-02-13	7547652	3	0	0	53	1	1
Singapore	2020-02-13	5850342	9	0	2	58	0	15
India	2020-02-13	1380004385	0	0	0	3	0	0
Indonesia	2020-02-13	273523615	0	0	0	0	0	0
United Kingdom	2020-02-13	67886011	1	0	0	17	0	1
Vietnam	2020-02-13	97338579	0	0	0	16	0	7
China	2020-02-13	1431776124	6460	152	1760	59842	1368	6216
United Arab Emirates	2020-02-14	9890402	0	0	2	8	0	1
Australia	2020-02-14	25499884	0	0	0	15	0	8
Brazil	2020-02-14	212559417	0	0	0	0	0	0
Germany	2020-02-14	83783942	0	0	0	16	0	1
Russia	2020-02-14	145934462	0	0	0	2	0	2
France	2020-02-14	65273511	1	1	2	11	0	2
Philippines	2020-02-14	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-14	51269185	0	0	2	28	0	7
Netherlands	2020-02-14	17134872	0	0	0	0	0	0
Canada	2020-02-14	37742154	0	0	0	7	0	1
Malaysia	2020-02-14	32365999	3	0	1	19	0	7
US	2020-02-14	331002651	0	0	0	14	1	0
Mexico	2020-02-14	128932753	0	0	0	0	0	0
Japan	2020-02-14	126476461	11	0	3	43	1	9
Thailand	2020-02-14	69799978	1	0	2	33	0	11
Turkey	2020-02-14	84339067	0	0	0	0	0	0
Spain	2020-02-14	46754778	0	0	2	2	0	0
Hong Kong(China)	2020-02-14	7547652	0	0	0	56	1	1
Singapore	2020-02-14	5850342	5	0	1	67	0	17
India	2020-02-14	1380004385	0	0	0	3	0	0
Indonesia	2020-02-14	273523615	0	0	0	0	0	0
United Kingdom	2020-02-14	67886011	0	0	0	18	0	1
Vietnam	2020-02-14	97338579	0	0	0	16	0	7
China	2020-02-14	1431776124	2055	142	1321	66302	1520	7976
United Arab Emirates	2020-02-15	9890402	1	0	1	8	0	3
Australia	2020-02-15	25499884	0	0	0	15	0	8
Brazil	2020-02-15	212559417	0	0	0	0	0	0
Germany	2020-02-15	83783942	0	0	0	16	0	1
Russia	2020-02-15	145934462	0	0	0	2	0	2
France	2020-02-15	65273511	0	0	0	12	1	4
Philippines	2020-02-15	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-15	51269185	1	0	0	28	0	9
Netherlands	2020-02-15	17134872	0	0	0	0	0	0
Canada	2020-02-15	37742154	0	0	0	7	0	1
Malaysia	2020-02-15	32365999	0	0	0	22	0	8
US	2020-02-15	331002651	0	0	0	14	1	0
Mexico	2020-02-15	128932753	0	0	0	0	0	0
Japan	2020-02-15	126476461	6	0	0	54	1	12
Thailand	2020-02-15	69799978	0	0	2	34	0	13
Turkey	2020-02-15	84339067	0	0	0	0	0	0
Spain	2020-02-15	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-15	7547652	1	0	1	56	1	1
Singapore	2020-02-15	5850342	3	0	0	72	0	18
India	2020-02-15	1380004385	0	0	3	3	0	0
Indonesia	2020-02-15	273523615	0	0	0	0	0	0
United Kingdom	2020-02-15	67886011	0	0	7	18	0	1
Vietnam	2020-02-15	97338579	0	0	0	16	0	7
China	2020-02-15	1431776124	2099	103	1456	68357	1662	9297
United Arab Emirates	2020-02-16	9890402	0	0	0	9	0	4
Australia	2020-02-16	25499884	0	0	2	15	0	8
Brazil	2020-02-16	212559417	0	0	0	0	0	0
Germany	2020-02-16	83783942	0	0	0	16	0	1
Russia	2020-02-16	145934462	0	0	0	2	0	2
France	2020-02-16	65273511	0	0	0	12	1	4
Philippines	2020-02-16	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-16	51269185	1	0	1	29	0	9
Netherlands	2020-02-16	17134872	0	0	0	0	0	0
Canada	2020-02-16	37742154	1	0	0	7	0	1
Malaysia	2020-02-16	32365999	0	0	3	22	0	8
US	2020-02-16	331002651	1	0	0	14	1	0
Mexico	2020-02-16	128932753	0	0	0	0	0	0
Japan	2020-02-16	126476461	7	0	0	60	1	12
Thailand	2020-02-16	69799978	1	0	0	34	0	15
Turkey	2020-02-16	84339067	0	0	0	0	0	0
Spain	2020-02-16	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-16	7547652	3	0	0	57	1	2
Singapore	2020-02-16	5850342	2	0	6	75	0	18
India	2020-02-16	1380004385	0	0	0	3	0	3
Indonesia	2020-02-16	273523615	0	0	0	0	0	0
United Kingdom	2020-02-16	67886011	1	0	0	18	0	8
Vietnam	2020-02-16	97338579	0	0	0	16	0	7
China	2020-02-16	1431776124	1918	98	1707	70456	1765	10753
United Arab Emirates	2020-02-17	9890402	0	0	0	9	0	4
Australia	2020-02-17	25499884	0	0	0	15	0	10
Brazil	2020-02-17	212559417	0	0	0	0	0	0
Germany	2020-02-17	83783942	0	0	11	16	0	1
Russia	2020-02-17	145934462	0	0	0	2	0	2
France	2020-02-17	65273511	0	0	0	12	1	4
Philippines	2020-02-17	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-17	51269185	1	0	2	30	0	10
Netherlands	2020-02-17	17134872	0	0	0	0	0	0
Canada	2020-02-17	37742154	0	0	0	8	0	1
Malaysia	2020-02-17	32365999	0	0	2	22	0	11
US	2020-02-17	331002651	1	0	0	15	1	0
Mexico	2020-02-17	128932753	0	0	0	0	0	0
Japan	2020-02-17	126476461	12	1	1	67	1	12
Thailand	2020-02-17	69799978	0	0	0	35	0	15
Turkey	2020-02-17	84339067	0	0	0	0	0	0
Spain	2020-02-17	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-17	7547652	2	0	0	60	1	2
Singapore	2020-02-17	5850342	4	0	5	77	0	24
India	2020-02-17	1380004385	0	0	0	3	0	3
Indonesia	2020-02-17	273523615	0	0	0	0	0	0
United Kingdom	2020-02-17	67886011	0	0	0	19	0	8
Vietnam	2020-02-17	97338579	0	0	0	16	0	7
China	2020-02-17	1431776124	1775	139	1744	72374	1863	12460
United Arab Emirates	2020-02-18	9890402	0	0	0	9	0	4
Australia	2020-02-18	25499884	0	0	0	15	0	10
Brazil	2020-02-18	212559417	0	0	0	0	0	0
Germany	2020-02-18	83783942	0	0	0	16	0	12
Russia	2020-02-18	145934462	0	0	0	2	0	2
France	2020-02-18	65273511	0	0	0	12	1	4
Philippines	2020-02-18	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-18	51269185	0	0	0	31	0	12
Netherlands	2020-02-18	17134872	0	0	0	0	0	0
Canada	2020-02-18	37742154	0	0	0	8	0	1
Malaysia	2020-02-18	32365999	0	0	4	22	0	13
US	2020-02-18	331002651	0	0	0	16	1	0
Mexico	2020-02-18	128932753	0	0	0	0	0	0
Japan	2020-02-18	126476461	6	0	5	79	2	13
Thailand	2020-02-18	69799978	0	0	0	35	0	15
Turkey	2020-02-18	84339067	0	0	0	0	0	0
Spain	2020-02-18	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-18	7547652	1	1	3	62	1	2
Singapore	2020-02-18	5850342	3	0	5	81	0	29
India	2020-02-18	1380004385	0	0	0	3	0	3
Indonesia	2020-02-18	273523615	0	0	0	0	0	0
United Kingdom	2020-02-18	67886011	1	0	0	19	0	8
Vietnam	2020-02-18	97338579	0	0	0	16	0	7
China	2020-02-18	1431776124	407	112	1753	74149	2002	14204
United Arab Emirates	2020-02-19	9890402	0	0	0	9	0	4
Australia	2020-02-19	25499884	0	0	0	15	0	10
Brazil	2020-02-19	212559417	0	0	0	0	0	0
Germany	2020-02-19	83783942	0	0	0	16	0	12
Russia	2020-02-19	145934462	0	0	0	2	0	2
France	2020-02-19	65273511	0	0	0	12	1	4
Philippines	2020-02-19	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-19	51269185	73	1	4	31	0	12
Netherlands	2020-02-19	17134872	0	0	0	0	0	0
Canada	2020-02-19	37742154	0	0	0	8	0	1
Malaysia	2020-02-19	32365999	0	0	0	22	0	17
US	2020-02-19	331002651	0	0	0	16	1	0
Mexico	2020-02-19	128932753	0	0	0	0	0	0
Japan	2020-02-19	126476461	10	0	0	85	2	18
Thailand	2020-02-19	69799978	0	0	2	35	0	15
Turkey	2020-02-19	84339067	0	0	0	0	0	0
Spain	2020-02-19	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-19	7547652	5	0	1	63	2	5
Singapore	2020-02-19	5850342	0	0	0	84	0	34
India	2020-02-19	1380004385	0	0	0	3	0	3
Indonesia	2020-02-19	273523615	0	0	0	0	0	0
United Kingdom	2020-02-19	67886011	2	0	0	20	0	8
Vietnam	2020-02-19	97338579	0	0	0	16	0	7
China	2020-02-19	1431776124	453	122	2051	74556	2114	15957
United Arab Emirates	2020-02-20	9890402	0	0	0	9	0	4
Australia	2020-02-20	25499884	0	0	1	15	0	10
Brazil	2020-02-20	212559417	0	0	0	0	0	0
Germany	2020-02-20	83783942	0	0	2	16	0	12
Russia	2020-02-20	145934462	0	0	0	2	0	2
France	2020-02-20	65273511	0	0	0	12	1	4
Philippines	2020-02-20	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-20	51269185	100	1	0	104	1	16
Netherlands	2020-02-20	17134872	0	0	0	0	0	0
Canada	2020-02-20	37742154	1	0	2	8	0	1
Malaysia	2020-02-20	32365999	0	0	0	22	0	17
US	2020-02-20	331002651	0	0	0	16	1	0
Mexico	2020-02-20	128932753	0	0	0	0	0	0
Japan	2020-02-20	126476461	17	0	4	95	2	18
Thailand	2020-02-20	69799978	0	0	2	35	0	17
Turkey	2020-02-20	84339067	0	0	0	0	0	0
Spain	2020-02-20	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-20	7547652	0	0	-1	68	2	6
Singapore	2020-02-20	5850342	1	0	3	84	0	34
India	2020-02-20	1380004385	0	0	0	3	0	3
Indonesia	2020-02-20	273523615	0	0	0	0	0	0
United Kingdom	2020-02-20	67886011	1	0	0	22	0	8
Vietnam	2020-02-20	97338579	0	0	7	16	0	7
China	2020-02-20	1431776124	473	0	691	75009	2236	18008
United Arab Emirates	2020-02-21	9890402	4	0	0	9	0	4
Australia	2020-02-21	25499884	0	0	0	15	0	11
Brazil	2020-02-21	212559417	0	0	0	0	0	0
Germany	2020-02-21	83783942	0	0	0	16	0	14
Russia	2020-02-21	145934462	0	0	0	2	0	2
France	2020-02-21	65273511	0	0	0	12	1	4
Philippines	2020-02-21	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-21	51269185	229	0	0	204	2	16
Netherlands	2020-02-21	17134872	0	0	0	0	0	0
Canada	2020-02-21	37742154	0	0	0	9	0	3
Malaysia	2020-02-21	32365999	0	0	1	22	0	17
US	2020-02-21	331002651	0	0	0	16	1	0
Mexico	2020-02-21	128932753	0	0	0	0	0	0
Japan	2020-02-21	126476461	25	0	0	112	2	22
Thailand	2020-02-21	69799978	0	0	1	35	0	19
Turkey	2020-02-21	84339067	0	0	0	0	0	0
Spain	2020-02-21	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-21	7547652	1	0	1	68	2	5
Singapore	2020-02-21	5850342	0	0	0	85	0	37
India	2020-02-21	1380004385	0	0	0	3	0	3
Indonesia	2020-02-21	273523615	0	0	0	0	0	0
United Kingdom	2020-02-21	67886011	0	0	0	23	0	8
Vietnam	2020-02-21	97338579	0	0	0	16	0	14
China	2020-02-21	1431776124	1450	205	3994	75482	2236	18699
United Arab Emirates	2020-02-22	9890402	0	0	0	13	0	4
Australia	2020-02-22	25499884	0	0	0	15	0	11
Brazil	2020-02-22	212559417	0	0	0	0	0	0
Germany	2020-02-22	83783942	0	0	0	16	0	14
Russia	2020-02-22	145934462	0	0	0	2	0	2
France	2020-02-22	65273511	0	0	0	12	1	4
Philippines	2020-02-22	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-22	51269185	169	4	2	433	2	16
Netherlands	2020-02-22	17134872	0	0	0	0	0	0
Canada	2020-02-22	37742154	0	0	0	9	0	3
Malaysia	2020-02-22	32365999	0	0	0	22	0	18
US	2020-02-22	331002651	0	0	0	16	1	0
Mexico	2020-02-22	128932753	0	0	0	0	0	0
Japan	2020-02-22	126476461	12	0	0	137	2	22
Thailand	2020-02-22	69799978	0	0	1	35	0	20
Turkey	2020-02-22	84339067	0	0	0	0	0	0
Spain	2020-02-22	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-22	7547652	5	0	5	69	2	6
Singapore	2020-02-22	5850342	4	0	14	85	0	37
India	2020-02-22	1380004385	0	0	0	3	0	3
Indonesia	2020-02-22	273523615	0	0	0	0	0	0
United Kingdom	2020-02-22	67886011	5	0	0	23	0	8
Vietnam	2020-02-22	97338579	0	0	0	16	0	14
China	2020-02-22	1431776124	16	2	483	76932	2441	22693
United Arab Emirates	2020-02-23	9890402	0	0	0	13	0	4
Australia	2020-02-23	25499884	0	0	0	15	0	11
Brazil	2020-02-23	212559417	0	0	0	0	0	0
Germany	2020-02-23	83783942	0	0	0	16	0	14
Russia	2020-02-23	145934462	0	0	0	2	0	2
France	2020-02-23	65273511	0	0	0	12	1	4
Philippines	2020-02-23	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-23	51269185	231	2	0	602	6	18
Netherlands	2020-02-23	17134872	0	0	0	0	0	0
Canada	2020-02-23	37742154	1	0	0	9	0	3
Malaysia	2020-02-23	32365999	0	0	2	22	0	18
US	2020-02-23	331002651	1	0	0	16	1	0
Mexico	2020-02-23	128932753	0	0	0	0	0	0
Japan	2020-02-23	126476461	11	0	0	149	2	22
Thailand	2020-02-23	69799978	0	0	0	35	0	21
Turkey	2020-02-23	84339067	0	0	0	0	0	0
Spain	2020-02-23	46754778	0	0	0	2	0	2
Hong Kong(China)	2020-02-23	7547652	5	0	8	74	2	11
Singapore	2020-02-23	5850342	0	0	0	89	0	51
India	2020-02-23	1380004385	0	0	0	3	0	3
Indonesia	2020-02-23	273523615	0	0	0	0	0	0
United Kingdom	2020-02-23	67886011	2	0	0	28	0	8
Vietnam	2020-02-23	97338579	0	0	0	16	0	14
China	2020-02-23	1431776124	214	150	1820	76948	2443	23176
United Arab Emirates	2020-02-24	9890402	0	0	0	13	0	4
Australia	2020-02-24	25499884	0	0	0	15	0	11
Brazil	2020-02-24	212559417	0	0	0	0	0	0
Germany	2020-02-24	83783942	1	0	0	16	0	14
Russia	2020-02-24	145934462	0	0	0	2	0	2
France	2020-02-24	65273511	2	0	7	12	1	4
Philippines	2020-02-24	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-24	51269185	144	2	4	833	8	18
Netherlands	2020-02-24	17134872	0	0	0	0	0	0
Canada	2020-02-24	37742154	2	0	0	10	0	3
Malaysia	2020-02-24	32365999	0	0	0	22	0	20
US	2020-02-24	331002651	1	0	0	17	1	0
Mexico	2020-02-24	128932753	0	0	0	0	0	0
Japan	2020-02-24	126476461	13	1	0	160	2	22
Thailand	2020-02-24	69799978	2	0	1	35	0	21
Turkey	2020-02-24	84339067	0	0	0	0	0	0
Spain	2020-02-24	46754778	4	0	0	2	0	2
Hong Kong(China)	2020-02-24	7547652	5	0	0	79	2	19
Singapore	2020-02-24	5850342	2	0	2	89	0	51
India	2020-02-24	1380004385	0	0	0	3	0	3
Indonesia	2020-02-24	273523615	0	0	0	0	0	0
United Kingdom	2020-02-24	67886011	4	0	0	30	0	8
Vietnam	2020-02-24	97338579	0	0	2	16	0	14
China	2020-02-24	1431776124	508	70	2661	77162	2593	24996
United Arab Emirates	2020-02-25	9890402	0	0	0	13	0	4
Australia	2020-02-25	25499884	0	0	0	15	0	11
Brazil	2020-02-25	212559417	1	0	0	0	0	0
Germany	2020-02-25	83783942	10	0	1	17	0	14
Russia	2020-02-25	145934462	0	0	0	2	0	2
France	2020-02-25	65273511	4	1	0	14	1	11
Philippines	2020-02-25	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-25	51269185	284	2	0	977	10	22
Netherlands	2020-02-25	17134872	0	0	0	0	0	0
Canada	2020-02-25	37742154	0	0	0	12	0	3
Malaysia	2020-02-25	32365999	0	0	0	22	0	20
US	2020-02-25	331002651	1	0	0	18	1	0
Mexico	2020-02-25	128932753	0	0	0	0	0	0
Japan	2020-02-25	126476461	19	0	0	173	3	22
Thailand	2020-02-25	69799978	3	0	2	37	0	22
Turkey	2020-02-25	84339067	0	0	0	0	0	0
Spain	2020-02-25	46754778	7	0	0	6	0	2
Hong Kong(China)	2020-02-25	7547652	7	0	5	84	2	19
Singapore	2020-02-25	5850342	2	0	9	91	0	53
India	2020-02-25	1380004385	0	0	0	3	0	3
Indonesia	2020-02-25	273523615	0	0	0	0	0	0
United Kingdom	2020-02-25	67886011	3	0	0	34	0	8
Vietnam	2020-02-25	97338579	0	0	0	16	0	16
China	2020-02-25	1431776124	405	52	2403	77670	2663	27657
United Arab Emirates	2020-02-26	9890402	0	0	0	13	0	4
Australia	2020-02-26	25499884	0	0	0	15	0	11
Brazil	2020-02-26	212559417	0	0	0	1	0	0
Germany	2020-02-26	83783942	19	0	1	27	0	15
Russia	2020-02-26	145934462	0	0	0	2	0	2
France	2020-02-26	65273511	20	0	0	18	2	11
Philippines	2020-02-26	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-26	51269185	505	1	0	1261	12	22
Netherlands	2020-02-26	17134872	1	0	0	0	0	0
Canada	2020-02-26	37742154	2	0	3	12	0	3
Malaysia	2020-02-26	32365999	1	0	2	22	0	20
US	2020-02-26	331002651	0	0	0	19	1	0
Mexico	2020-02-26	128932753	0	0	0	0	0	0
Japan	2020-02-26	126476461	26	1	0	192	3	22
Thailand	2020-02-26	69799978	0	0	0	40	0	24
Turkey	2020-02-26	84339067	0	0	0	0	0	0
Spain	2020-02-26	46754778	2	0	0	13	0	2
Hong Kong(China)	2020-02-26	7547652	1	0	0	91	2	24
Singapore	2020-02-26	5850342	0	0	0	93	0	62
India	2020-02-26	1380004385	0	0	0	3	0	3
Indonesia	2020-02-26	273523615	0	0	0	0	0	0
United Kingdom	2020-02-26	67886011	7	0	0	37	0	8
Vietnam	2020-02-26	97338579	0	0	0	16	0	16
China	2020-02-26	1431776124	433	29	2846	78075	2715	30060
United Arab Emirates	2020-02-27	9890402	6	0	1	13	0	4
Australia	2020-02-27	25499884	0	0	0	15	0	11
Brazil	2020-02-27	212559417	0	0	0	1	0	0
Germany	2020-02-27	83783942	2	0	0	46	0	16
Russia	2020-02-27	145934462	0	0	0	2	0	2
France	2020-02-27	65273511	19	0	0	38	2	11
Philippines	2020-02-27	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-27	51269185	571	0	0	1766	13	22
Netherlands	2020-02-27	17134872	0	0	0	1	0	0
Canada	2020-02-27	37742154	1	0	0	14	0	6
Malaysia	2020-02-27	32365999	2	0	0	23	0	22
US	2020-02-27	331002651	0	0	0	19	1	0
Mexico	2020-02-27	128932753	1	0	0	0	0	0
Japan	2020-02-27	126476461	18	1	0	218	4	22
Thailand	2020-02-27	69799978	1	0	4	40	0	24
Turkey	2020-02-27	84339067	0	0	0	0	0	0
Spain	2020-02-27	46754778	17	0	0	15	0	2
Hong Kong(China)	2020-02-27	7547652	2	0	6	92	2	24
Singapore	2020-02-27	5850342	0	0	0	93	0	62
India	2020-02-27	1380004385	0	0	0	3	0	3
Indonesia	2020-02-27	273523615	0	0	0	0	0	0
United Kingdom	2020-02-27	67886011	12	0	0	44	0	8
Vietnam	2020-02-27	97338579	0	0	0	16	0	16
China	2020-02-27	1431776124	326	44	3393	78508	2744	32906
United Arab Emirates	2020-02-28	9890402	2	0	0	19	0	5
Australia	2020-02-28	25499884	10	0	0	15	0	11
Brazil	2020-02-28	212559417	1	0	0	1	0	0
Germany	2020-02-28	83783942	31	0	0	48	0	16
Russia	2020-02-28	145934462	0	0	0	2	0	2
France	2020-02-28	65273511	43	0	1	57	2	11
Philippines	2020-02-28	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-28	51269185	813	3	5	2337	13	22
Netherlands	2020-02-28	17134872	5	0	0	1	0	0
Canada	2020-02-28	37742154	6	0	0	15	0	6
Malaysia	2020-02-28	32365999	4	0	0	25	0	22
US	2020-02-28	331002651	7	1	0	19	1	0
Mexico	2020-02-28	128932753	3	0	0	1	0	0
Japan	2020-02-28	126476461	9	1	10	236	5	22
Thailand	2020-02-28	69799978	1	0	0	41	0	28
Turkey	2020-02-28	84339067	0	0	0	0	0	0
Spain	2020-02-28	46754778	13	0	0	32	0	2
Hong Kong(China)	2020-02-28	7547652	1	0	3	94	2	30
Singapore	2020-02-28	5850342	9	0	10	93	0	62
India	2020-02-28	1380004385	0	0	0	3	0	3
Indonesia	2020-02-28	273523615	0	0	0	0	0	0
United Kingdom	2020-02-28	67886011	5	0	0	56	0	8
Vietnam	2020-02-28	97338579	0	0	0	16	0	16
China	2020-02-28	1431776124	427	47	2988	78834	2788	36299
United Arab Emirates	2020-02-29	9890402	0	0	0	21	0	5
Australia	2020-02-29	25499884	2	1	0	25	0	11
Brazil	2020-02-29	212559417	0	0	0	2	0	0
Germany	2020-02-29	83783942	51	0	0	79	0	16
Russia	2020-02-29	145934462	0	0	0	2	0	2
France	2020-02-29	65273511	30	0	0	100	2	12
Philippines	2020-02-29	109581078	0	0	0	3	1	1
"Korea, South"	2020-02-29	51269185	586	1	3	3150	16	27
Netherlands	2020-02-29	17134872	4	0	0	6	0	0
Canada	2020-02-29	37742154	5	0	0	21	0	6
Malaysia	2020-02-29	32365999	0	0	0	29	0	22
US	2020-02-29	331002651	13	0	0	26	2	0
Mexico	2020-02-29	128932753	1	0	0	4	0	0
Japan	2020-02-29	126476461	14	0	0	245	6	32
Thailand	2020-02-29	69799978	0	1	2	42	0	28
Turkey	2020-02-29	84339067	0	0	0	0	0	0
Spain	2020-02-29	46754778	39	0	0	45	0	2
Hong Kong(China)	2020-02-29	7547652	1	0	3	95	2	33
Singapore	2020-02-29	5850342	4	0	0	102	0	72
India	2020-02-29	1380004385	0	0	0	3	0	3
Indonesia	2020-02-29	273523615	0	0	0	0	0	0
United Kingdom	2020-02-29	67886011	33	0	0	61	0	8
Vietnam	2020-02-29	97338579	0	0	0	16	0	16
China	2020-02-29	1431776124	575	35	2839	79261	2835	39287
United Arab Emirates	2020-03-01	9890402	0	0	0	21	0	5
Australia	2020-03-01	25499884	3	0	0	27	1	11
Brazil	2020-03-01	212559417	0	0	0	2	0	0
Germany	2020-03-01	83783942	29	0	0	130	0	16
Russia	2020-03-01	145934462	1	0	0	2	0	2
France	2020-03-01	65273511	61	1	0	130	2	12
Philippines	2020-03-01	109581078	0	0	0	3	1	1
"Korea, South"	2020-03-01	51269185	599	11	0	3736	17	30
Netherlands	2020-03-01	17134872	8	0	0	10	0	0
Canada	2020-03-01	37742154	6	0	0	26	0	6
Malaysia	2020-03-01	32365999	0	0	0	29	0	22
US	2020-03-01	331002651	18	5	0	39	2	0
Mexico	2020-03-01	128932753	0	0	0	5	0	0
Japan	2020-03-01	126476461	19	0	0	259	6	32
Thailand	2020-03-01	69799978	1	0	1	42	1	30
Turkey	2020-03-01	84339067	0	0	0	0	0	0
Spain	2020-03-01	46754778	36	0	0	84	0	2
Hong Kong(China)	2020-03-01	7547652	4	0	0	96	2	36
Singapore	2020-03-01	5850342	2	0	6	106	0	72
India	2020-03-01	1380004385	2	0	0	3	0	3
Indonesia	2020-03-01	273523615	2	0	0	0	0	0
United Kingdom	2020-03-01	67886011	40	0	0	94	0	8
Vietnam	2020-03-01	97338579	0	0	0	16	0	16
China	2020-03-01	1431776124	200	42	2692	79836	2870	42126
United Arab Emirates	2020-03-02	9890402	6	0	0	21	0	5
Australia	2020-03-02	25499884	9	0	0	30	1	11
Brazil	2020-03-02	212559417	0	0	0	2	0	0
Germany	2020-03-02	83783942	37	0	0	159	0	16
Russia	2020-03-02	145934462	0	0	0	3	0	2
France	2020-03-02	65273511	21	1	0	191	3	12
Philippines	2020-03-02	109581078	0	0	0	3	1	1
"Korea, South"	2020-03-02	51269185	851	0	0	4335	28	30
Netherlands	2020-03-02	17134872	6	0	0	18	0	0
Canada	2020-03-02	37742154	5	0	0	32	0	6
Malaysia	2020-03-02	32365999	7	0	0	29	0	22
US	2020-03-02	331002651	22	1	0	57	7	0
Mexico	2020-03-02	128932753	0	0	1	5	0	0
Japan	2020-03-02	126476461	20	0	11	278	6	32
Thailand	2020-03-02	69799978	0	0	0	43	1	31
Turkey	2020-03-02	84339067	0	0	0	0	0	0
Spain	2020-03-02	46754778	45	1	0	120	0	2
Hong Kong(China)	2020-03-02	7547652	0	0	1	100	2	36
Singapore	2020-03-02	5850342	2	0	0	108	0	78
India	2020-03-02	1380004385	0	0	0	5	0	3
Indonesia	2020-03-02	273523615	0	0	0	2	0	0
United Kingdom	2020-03-02	67886011	55	0	0	134	0	8
Vietnam	2020-03-02	97338579	0	0	0	16	0	16
China	2020-03-02	1431776124	125	33	2595	80036	2912	44818
United Arab Emirates	2020-03-03	9890402	0	0	0	27	0	5
Australia	2020-03-03	25499884	13	1	0	39	1	11
Brazil	2020-03-03	212559417	2	0	0	2	0	0
Germany	2020-03-03	83783942	66	0	0	196	0	16
